race_no,result,horse_age,horse_sex,jockey_weight,jockey_name,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,horse_rate
4,1,4y,m,58,CEM ALTUN,2.20.99,12.05,10,3,38
4,2,4y,m,57,ENES BOZDAĞ,2.21.05,1.7,46,1,45
4,3,4y,m,54,HALİT GÖKÇE,2.21.11,8.15,8,4,37
4,4,4y,m,59,ADEM CEYLAN,2.22.65,11.15,6,5,37
4,5,4y,m,55,BERKANT GÖKÇE,2.23.18,10.15,7,6,40
4,6,4y,m,56,KAANCAN GÖKÇE,2.23.95,3.6,12,2,47
4,7,4y,m,54,ALİ MEHDİ ALTIN,2.24.06,53.25,1,9,31
4,8,4y,f,56,ZAFER DEMİR,2.25.73,26.55,5,7,40
4,9,4y,f,55,MAHMUT BAĞ,2.29.21,11.15,1,5,36
4,10,4y,m,58,MUSTAFA MANAV,2.31.19,50.05,2,8,38
4,11,4y,m,57,ERHAN AKKAYA,2.34.15,103.85,1,10,34
4,12,4y,m,55,ULAŞ KICI,2.48.35,165.2,0,11,0
5,1,4y,f,58,AHMET ÇELİK,1.42.31,3.4,24,1,35
5,2,4y,f,58,AKIN SÖZEN,1.42.36,3.05,21,2,35
5,3,4y,f,54,ENES BOZDAĞ,1.42.62,15.85,6,6,29
5,4,4y,f,58,MEHMET KAYA,1.44.12,5.35,12,4,0
5,5,4y,f,56,HALİM YİĞİT ÜNVER,1.44.85,22.8,4,7,35
5,6,4y,f,58,ERHAN AKTUĞ,1.45.36,6.7,12,5,34
5,7,4y,f,54,GÖKTAN KAYIP,1.47.74,106.05,0,9,13
5,8,4y,f,58,CEM ALTUN,1.47.79,3.95,19,3,37
5,9,4y,f,53,FURKAN ÇELİK,1.54.59,77.7,1,8,0
6,1,6y,m,57,AKIN SÖZEN,2.22.60,2.8,29,1,91
6,2,4y,m,55,GÖRKEM ÖZÇELİK,2.22.94,4.9,14,4,72
6,3,5y,m,57,VEDAT ABİŞ,2.22.98,4.55,21,3,83
6,4,6y,m,57,AHMET ÇELİK,2.23.03,6.55,11,5,84
6,5,6y,m,57,MERTCAN ÇELİK,2.23.26,2.95,22,2,73
6,6,4y,m,55,ALİ KAÇMAZ,2.24.87,32.25,2,6,0
6,7,5y,f,55,ADEM CEYLAN,2.26.03,52.05,1,8,42
6,8,5y,m,57,ADEM ASLAN,2.27.95,62.65,1,7,47
7,1,4y,f,56,ZÜLFÜKAR KARABULUT,1.45.49,8.2,7,4,23
7,2,4y,f,58,ADEM ASLAN,1.45.62,4.2,15,3,32
7,3,4y,f,54,GÖKTAN KAYIP,1.46.40,2.35,30,1,34
7,4,4y,f,62,MEHMET KAYA,1.47.43,2.55,28,2,34
7,5,4y,f,54,ADEM CEYLAN,1.47.54,34.25,1,7,28
7,6,4y,f,54,RECEP KETME,1.56.94,43.15,1,8,0
7,7,4y,f,58,MERTCAN ÇELİK,1.58.57,17.4,3,5,23
7,8,4y,f,55,KAANCAN GÖKÇE,1.58.66,48.75,0,9,11
7,9,4y,f,58,ULAŞ KICI,1.59.37,27.1,1,6,0
8,1,5y,f,56,AKIN SÖZEN,1.43.22,5.85,11,3,51
8,2,6y,f,61,AHMET ÇELİK,1.43.41,3.5,29,1,60
8,3,6y,f,58,ENES BOZDAĞ,1.43.67,7.75,10,4,61
8,4,7y,f,50,HÜSEYİN TURAN,1.43.68,16.15,5,6,44
8,5,5y,f,50,BERKAN ÇIĞLA,1.43.76,14.95,4,7,35
8,6,6y,f,54,ZÜLFÜKAR KARABULUT,1.44.47,29.95,2,10,49
8,7,5y,f,53,HAKAN YILDIZ,1.44.56,31.45,2,11,44
8,8,5y,f,60,MUSTAFA MANAV,1.45.39,9.1,9,5,62
8,9,5y,f,50,ÖMER FARUK ÖZEN,1.45.44,92.55,0,13,13
8,10,5y,f,50,EREN KADİRLER,1.45.83,19.5,2,8,29
8,11,7y,f,51,GÖKHAN BEKTAŞ,1.47.18,28.4,1,12,40
8,12,5y,f,58,ERHAN AKTUĞ,1.48.83,29.55,2,9,55
8,13,7y,f,63,GÖRKEM ÖZÇELİK,2.02.62,3.15,23,2,64
1,1,4y,f,58,BURAK BEKTAŞ,1.33.45,1.8,0,0,35
1,2,4y,f,56,EMRE AKKILIÇ,1.35.62,21.75,0,0,13
1,3,4y,f,58,HASAN ALTUNDAĞ,1.35.74,9.15,0,0,21
1,4,4y,f,55,YUNUS ÇELİKBAŞ,1.37.11,12.05,0,0,26
1,5,4y,f,56,AZİZ AKDEMİR,1.37.37,5.2,0,0,24
1,6,4y,f,58,YUSUF CENGİZ,1.40.41,4.65,0,0,26
1,7,4y,f,56,ABDULLAH ÇANKAYA,1.42.04,18.4,0,0,21
1,8,4y,f,55,AHMET HASAN BAYAR,1.44.86,16.45,0,0,0
1,9,4y,f,58,SAMİ KAPLAN,1.51.54,34.9,0,0,12
2,1,7y,m,60,YUSUF CENGİZ,1.22.86,4.6,12,4,56
2,2,5y,m,60,MAHSUN TURAN,1.23.87,9.85,12,3,36
2,3,5y,f,58,İSA AKYAVUZ,1.24.94,7.0,12,2,58
2,4,9y,m,63,FERİT YARDIMCI,1.25.14,3.05,22,1,73
2,5,5y,f,55,YUNUS ÇELİKBAŞ,1.25.95,12.95,4,7,39
2,6,6y,m,58,ABDULLAH ÇANKAYA,1.26.85,8.45,8,6,69
2,7,5y,m,57,NECMİ ALTIN,1.26.97,6.75,12,5,62
2,8,6y,m,58,REMZİ DOĞAN,1.29.30,46.8,2,12,36
2,9,5y,m,60,SAMİ KAPLAN,1.30.28,24.85,3,10,36
2,10,5y,m,55,AZİZ AKDEMİR,1.31.02,12.95,4,7,60
2,11,5y,m,60,MEHMET DOĞAN,1.31.04,33.75,4,9,55
2,12,7y,m,57,HASAN ALTUNDAĞ,1.31.37,11.9,5,8,58
2,13,4y,m,53,AHMET HASAN BAYAR,1.34.30,30.55,2,11,36
3,1,3y,f,56,YUNUS ÇELİKBAŞ,1.16.78,3.6,12,1,38
3,2,3y,f,59,İSA AKYAVUZ,1.17.02,6.15,13,3,40
3,3,3y,f,56,ALİ ŞENBAHAR,1.17.93,28.9,3,11,37
3,4,3y,f,60,HİKMET SARIDAL,1.18.25,14.4,3,10,42
3,5,3y,f,54,NECMİ ALTIN,1.18.28,10.3,6,8,30
3,6,3y,f,54,YUSUF CENGİZ,1.18.35,9.0,9,4,31
3,7,3y,f,59,HASAN ALTUNDAĞ,1.18.36,14.85,7,7,41
3,8,3y,f,55,FERİT YARDIMCI,1.18.44,5.95,15,2,33
3,9,3y,f,56,İSA KATAR,1.18.46,9.6,8,5,35
3,10,3y,f,54,MEHMET DOĞAN,1.19.24,12.45,7,6,31
3,11,3y,f,54,MENDERES AVŞAR,1.20.54,33.3,2,13,31
3,12,3y,f,58,MEHMET ALİ AKTÜRK,1.21.68,13.55,6,9,39
3,13,3y,f,52,MEHMET ŞAKİR,1.21.77,28.9,2,14,30
3,14,3y,f,54,AZİZ AKDEMİR,1.22.05,3.6,6,1,32
3,15,3y,f,54,AHMET HASAN BAYAR,1.26.38,36.2,2,12,35
4,1,4y,f,56,AZİZ AKDEMİR,1.35.88,11.65,7,6,21
4,2,4y,f,56,EMRE AKKILIÇ,1.36.17,19.2,3,10,25
4,3,4y,f,58,İSA AKYAVUZ,1.36.19,10.1,6,7,24
4,4,4y,f,58,FERİT YARDIMCI,1.36.40,4.0,18,2,24
4,5,4y,f,58,HASAN ALTUNDAĞ,1.36.53,9.2,8,5,27
4,6,4y,f,55,YUNUS ÇELİKBAŞ,1.36.97,3.9,17,3,29
4,7,4y,f,58,YUSUF CENGİZ,1.40.76,29.2,4,8,14
4,8,4y,f,58,NECMİ ALTIN,1.44.55,8.4,11,4,27
4,9,4y,f,56,ABDULLAH ÇANKAYA,1.52.34,9.05,3,9,0
4,0,4y,f,58,SAMİ KAPLAN,Derecesiz,4.5,24,1,27
5,1,7y,m,56,FERİT YARDIMCI,2.17.18,1.25,69,1,93
5,2,6y,m,54,YUNUS ÇELİKBAŞ,2.18.75,37.9,2,8,68
5,3,7y,f,54,NECMİ ALTIN,2.19.52,20.6,3,6,72
5,4,7y,m,56,ALİ ŞENBAHAR,2.21.00,8.05,8,2,82
5,5,8y,m,56,HASAN ALTUNDAĞ,2.21.02,14.4,4,5,78
5,6,6y,m,56,MEHMET DOĞAN,2.21.12,21.55,2,7,71
5,7,9y,m,52,LEVENT TAPTIK,2.23.60,59.7,1,10,59
5,8,6y,m,54,AZİZ AKDEMİR,2.29.21,15.3,4,4,67
5,9,5y,m,56,BURAK BEKTAŞ,2.31.29,38.45,1,9,67
5,10,9y,f,52,AHMET HASAN BAYAR,2.39.37,7.75,6,3,73
6,1,4y,m,54,AZİZ AKDEMİR,2.11.61,2.95,31,1,50
6,2,4y,m,55,İSA AKYAVUZ,2.12.10,7.6,7,5,37
6,3,4y,m,55,NECMİ ALTIN,2.12.65,15.15,4,8,33
6,4,4y,m,55,ABDULLAH ÇANKAYA,2.14.08,5.8,15,2,60
6,5,4y,f,51,LEVENT TAPTIK,2.14.40,16.6,2,10,31
6,6,4y,m,54,YUNUS ÇELİKBAŞ,2.15.13,63.75,1,12,45
6,7,4y,m,55,FERİT YARDIMCI,2.19.82,8.35,11,3,55
6,8,4y,f,55,YUSUF CENGİZ,2.20.61,15.3,4,9,40
6,9,4y,m,56,ALİ ŞENBAHAR,2.21.53,13.25,6,6,34
6,10,4y,m,52,MEHMET ŞAKİR,2.22.90,16.6,1,10,32
6,11,4y,m,55,HASAN ALTUNDAĞ,2.25.16,5.9,10,4,51
6,12,4y,m,55,BURAK BEKTAŞ,2.25.44,13.6,5,7,58
6,13,4y,f,53,AHMET HASAN BAYAR,2.25.74,76.6,1,13,36
6,14,4y,m,55,İSA KATAR,2.31.20,26.0,2,11,30
7,1,4y,m,58,İSA KATAR,2.14.11,5.8,14,2,51
7,2,4y,m,58,MEHMET DOĞAN,2.14.81,3.45,11,1,51
7,3,5y,m,63,İSA AKYAVUZ,2.15.17,8.55,7,5,57
7,4,4y,m,55,EMRE AKKILIÇ,2.15.64,40.5,1,15,47
7,5,4y,m,59,HASAN ALTUNDAĞ,2.15.98,3.45,17,1,54
7,6,4y,f,57,REMZİ DOĞAN,2.16.34,17.75,4,7,49
7,7,4y,m,60,ALİ ŞENBAHAR,2.16.38,8.0,12,3,58
7,8,8y,m,59,MEHMET ALİ AKTÜRK,2.18.04,12.35,4,6,50
7,9,4y,m,52,MEHMET ŞAKİR,2.18.21,5.8,1,2,39
7,10,9y,m,50,TOLGA YILMAZ,2.18.31,16.6,3,9,38
7,11,4y,m,55,SAMİ KAPLAN,2.18.53,19.85,2,11,46
7,12,4y,m,57,FERİT YARDIMCI,2.19.27,8.55,11,4,50
7,13,5y,f,62,AZİZ AKDEMİR,2.19.55,20.45,2,12,57
7,14,4y,m,55,BURAK BEKTAŞ,2.19.57,23.9,2,14,45
7,15,4y,m,51,LEVENT TAPTIK,2.20.75,26.5,2,13,37
7,16,5y,m,58,AHMET HASAN BAYAR,2.24.82,22.35,3,10,52
7,0,4y,m,54,NECMİ ALTIN,Derecesiz,13.9,4,8,43
1,1,4y,m,58,NEVZAT AVCİ,2.20.28,5.15,14,2,33
1,2,4y,m,58,MUSTAFA ÇİÇEK,2.20.45,1.4,53,1,0
1,3,4y,m,58,MERTCAN ÇELİK,2.22.34,12.95,8,5,31
1,4,4y,m,58,MUHAMMED MİR BİLGİN,2.23.10,9.0,10,4,34
1,5,4y,m,58,MEHMET KAYA,2.23.35,7.05,7,3,30
1,6,4y,m,58,MERT UYAR,2.29.34,7.05,4,3,33
1,7,4y,f,56,MEHMET GÖNÜLTAŞ,2.30.11,8.3,4,6,33
2,1,3y,f,54,NEVZAT AVCİ,1.27.89,1.05,73,1,79
2,2,3y,f,54,BEKİR MERT MIRIK,1.28.15,17.2,4,4,62
2,3,3y,f,54,GÖKHAN GÖKÇE,1.29.40,43.05,2,6,45
2,4,3y,f,54,ERHAN AKTUĞ,1.30.04,36.0,2,5,50
2,5,3y,f,54,MUHAMMED MİR BİLGİN,1.31.26,6.55,10,2,65
2,6,3y,f,54,MERTCAN ÇELİK,1.35.29,9.15,8,3,60
3,1,7y,m,60,MEHMET KAYA,2.17.58,2.75,27,2,100
3,2,6y,m,60,VEDAT ABİŞ,2.18.35,2.45,31,1,99
3,3,4y,m,58,TOLGA YILDIZ,2.18.37,7.4,13,4,90
3,4,4y,m,58,ÖZCAN YILDIRIM,2.18.97,2.5,26,3,95
3,5,4y,m,58,ERHAN AKTUĞ,2.23.10,23.5,3,5,59
4,1,4y,f,58,ERHAN AKTUĞ,2.19.55,2.3,32,1,42
4,2,4y,f,55,MUHAMMED MİR BİLGİN,2.20.23,2.25,30,2,38
4,3,4y,f,54,MERT UYAR,2.21.65,8.95,11,4,38
4,4,4y,f,58,BEKİR MERT MIRIK,2.25.26,13.35,6,5,37
4,5,4y,f,55,ALİCAN İNCİ,2.26.62,26.4,4,6,34
4,6,4y,f,56,GÖKHAN GÖKÇE,2.26.96,4.2,18,3,37
5,1,7y,m,56,GÖKHAN GÖKÇE,1.50.42,2.3,27,2,91
5,2,7y,m,59,MERTCAN ÇELİK,1.51.48,5.8,18,4,84
5,3,5y,m,59,MUHAMMED MİR BİLGİN,1.53.08,4.15,20,3,90
5,4,7y,m,59,MEHMET KAYA,1.54.09,2.3,31,1,92
5,5,8y,m,56,ALİCAN İNCİ,1.54.76,15.75,4,5,84
6,1,6y,f,60,MUSTAFA ÇİÇEK,2.12.79,6.2,11,5,54
6,2,5y,f,60,BEKİR MERT MIRIK,2.12.94,24.1,4,10,54
6,3,4y,f,60,MERTCAN ÇELİK,2.12.95,11.65,6,9,59
6,4,4y,f,52,İBRAHİM SEFA SÖĞÜT,2.12.97,6.8,11,4,42
6,5,5y,f,61,KAANCAN GÖKÇE,2.13.21,8.8,9,6,60
6,6,7y,f,55,MUHAMMED MİR BİLGİN,2.13.39,4.85,15,2,45
6,7,4y,f,61,NEVZAT AVCİ,2.13.56,5.9,15,1,60
6,8,4y,f,53,ERHAN AKTUĞ,2.13.83,5.3,14,3,45
6,9,4y,f,50,ÇAĞLAR TAŞCI,2.13.86,8.85,6,8,22
6,10,4y,f,50,MERT UYAR,2.13.90,9.9,9,7,40
6,11,5y,f,50,SİNAN AKŞIN,2.18.14,86.8,2,11,27
1,1,3y,m,58,MAHMUT TURAN,1.37.60,3.2,26,1,0
1,2,3y,m,58,SADETTİN BOYRAZ,1.38.15,7.0,11,4,0
1,3,3y,m,58,HALİL KAPLAN,1.38.40,8.6,12,3,32
1,4,3y,m,58,AKIN SÖZEN,1.38.49,12.15,8,5,24
1,5,3y,m,58,OKAN GÖKÇE,1.39.18,2.1,26,2,39
1,6,3y,m,58,ADEM ASLAN,1.40.06,12.95,5,6,29
1,7,3y,m,58,ERAY ÇİZİK,1.42.15,14.05,2,8,0
1,8,3y,m,54,BERKANT GÖKÇE,1.46.64,35.4,1,9,0
1,9,3y,m,58,ALİ YILDIZ,1.46.94,26.25,3,7,0
2,1,3y,m,54,AHMET ÇELİK,1.14.88,1.05,85,1,61
2,2,3y,f,52,ADEM ASLAN,1.15.58,4.05,13,2,50
2,3,3y,m,54,HIŞMAN ÇİZİK,1.19.44,13.05,3,3,13
3,1,6y,f,52,HÜSEYİN TURAN,1.43.62,3.25,28,2,95
3,2,6y,f,57,HIŞMAN ÇİZİK,1.44.17,1.5,47,1,93
3,3,6y,f,57,KÜRŞAT YILMAZ,1.46.22,11.2,6,5,65
3,4,9y,f,55,ONUR YILDIZ,1.46.23,6.7,7,4,62
3,5,7y,f,55,ERAY ÇİZİK,1.46.46,6.7,1,4,45
3,6,5y,f,58,BERKANT GÖKÇE,1.55.28,7.15,10,3,68
4,1,4y,m,59,HALİL KAPLAN,2.27.86,4.2,16,2,48
4,2,5y,f,60,ENES BOZDAĞ,2.27.96,7.35,13,5,49
4,3,8y,f,61,SADETTİN BOYRAZ,2.28.22,6.45,14,4,45
4,4,11y,f,50,YUNUS EMRE YÜKSEL,2.28.72,6.45,1,4,23
4,5,5y,m,56,KADİR TOKAÇOĞLU,2.29.03,5.0,16,3,35
4,6,8y,f,59,GÖRKEM ÖZÇELİK,2.29.05,5.95,13,6,41
4,7,6y,m,59,ONUR YILDIZ,2.29.18,7.9,6,7,41
4,8,8y,m,59,BERKANT GÖKÇE,2.37.84,4.25,18,1,47
4,9,5y,m,58,MAZLUM PİR DEMİR,2.43.86,18.7,2,8,39
4,10,5y,m,54,GÖKTAN KAYIP,2.50.85,36.6,2,9,37
5,1,5y,m,58,HIŞMAN ÇİZİK,2.04.48,3.7,21,2,55
5,2,4y,m,54,AKIN SÖZEN,2.04.69,3.0,24,1,51
5,3,4y,m,57,ALİ YILDIZ,2.05.35,5.8,9,4,58
5,4,4y,m,58,HÜSEYİN ŞİMŞEK,2.05.47,13.85,7,6,60
5,5,4y,m,56,SADETTİN BOYRAZ,2.05.56,5.8,6,4,56
5,6,6y,f,60,BERKANT GÖKÇE,2.05.78,8.35,11,5,65
5,7,5y,m,52,ONUR YILDIZ,2.05.93,3.65,17,3,44
5,8,7y,m,56,ADEM CEYLAN,2.05.94,12.5,4,7,55
5,9,4y,m,50,GÖKHAN BEKTAŞ,2.19.44,48.55,1,8,35
6,1,4y,m,55,AKIN SÖZEN,1.35.76,3.8,21,2,75
6,2,4y,m,55,AHMET ÇELİK,1.35.78,1.45,45,1,86
6,3,4y,m,54,HIŞMAN ÇİZİK,1.37.10,6.8,14,3,69
6,4,4y,m,54,SADETTİN BOYRAZ,1.37.47,17.0,4,5,61
6,5,4y,m,54,ONUR YILDIZ,1.37.86,8.8,11,4,65
6,6,4y,m,54,ALİ YILDIZ,1.39.34,44.3,2,7,52
6,7,4y,m,54,KADİR TOKAÇOĞLU,1.41.39,28.7,4,6,67
6,8,4y,m,50,GÖKTAN KAYIP,Derecesiz,54.45,1,8,0
7,1,8y,m,55,AKIN SÖZEN,1.32.91,1.45,55,1,98
7,2,6y,m,55,GÖRKEM ÖZÇELİK,1.33.19,5.35,13,3,94
7,3,8y,m,55,KADİR TOKAÇOĞLU,1.33.54,2.8,25,2,94
7,4,8y,m,55,HIŞMAN ÇİZİK,1.36.16,9.95,5,4,87
7,5,4y,f,52,GÖKTAN KAYIP,1.37.95,59.55,1,5,26
8,1,3y,m,58,ALİ YILDIZ,1.37.13,2.9,20,2,0
8,2,3y,m,58,GÖRKEM ÖZÇELİK,1.37.49,8.5,9,5,34
8,3,3y,f,56,SADETTİN BOYRAZ,1.37.57,5.45,16,3,0
8,4,3y,m,58,HIŞMAN ÇİZİK,1.37.66,6.3,11,4,0
8,5,3y,m,54,ERHAN AKKAYA,1.38.21,69.35,1,9,28
8,6,3y,m,58,AKIN SÖZEN,1.38.22,2.55,35,1,40
8,7,3y,m,58,ONUR YILDIZ,1.40.59,16.8,4,6,33
8,8,3y,m,58,ERAY ÇİZİK,1.41.99,70.45,1,8,23
8,9,3y,m,54,ENES BOZDAĞ,1.43.37,19.85,2,7,32
8,10,3y,m,54,HALİT GÖKÇE,1.50.54,80.0,0,10,0
9,1,6y,m,54,HIŞMAN ÇİZİK,1.44.43,4.9,14,3,63
9,2,6y,m,60,BERKANT GÖKÇE,1.45.43,3.6,12,4,81
9,3,7y,m,61,ERAY ÇİZİK,1.45.68,16.8,3,12,77
9,4,5y,m,57,KADİR TOKAÇOĞLU,1.45.72,5.4,18,1,70
9,5,6y,m,55,ALİ YILDIZ,1.45.74,21.0,5,9,65
9,6,5y,m,56,AKIN SÖZEN,1.46.48,8.1,14,2,67
9,7,8y,m,53,SELİM İPEK,1.47.35,8.75,8,7,62
9,8,9y,m,51,HALİT GÖKÇE,1.47.89,22.75,3,11,58
9,9,5y,m,52,ONUR YILDIZ,1.48.67,13.5,6,8,60
9,10,8y,m,57,HÜSEYİN ŞİMŞEK,1.49.45,11.75,8,5,70
9,11,7y,m,55,HALİL KAPLAN,1.50.02,11.1,8,6,65
9,12,5y,m,59,ADEM CEYLAN,1.52.35,30.1,3,10,79
1,1,4y,m,63,MUSTAFA ÇİÇEK,2.02.38,2.95,22,2,75
1,2,4y,m,61,NEVZAT AVCİ,2.03.30,2.35,25,1,71
1,3,4y,m,57,ONUR YILDIZ,2.04.86,15.3,3,7,63
1,4,6y,m,59,MERTCAN AKIN,2.05.56,8.7,11,5,68
1,5,4y,m,52,HALİT GÖKÇE,2.06.20,8.3,12,4,53
1,6,4y,m,57,ÖZCAN YILDIRIM,2.09.51,4.2,21,3,63
1,7,4y,f,61,MUHAMMED MİR BİLGİN,2.10.47,25.15,5,6,71
2,1,3y,m,58,MUSTAFA ÇİÇEK,2.06.67,3.1,25,1,38
2,2,3y,m,55,MÜRSEL KAYİŞ,2.06.71,94.25,1,12,0
2,3,3y,f,56,ONUR YILDIZ,2.07.41,8.75,12,4,36
2,4,3y,m,58,NEVZAT AVCİ,2.08.03,18.1,5,7,26
2,5,3y,m,58,MUHAMMED MİR BİLGİN,2.08.12,16.45,6,6,30
2,6,3y,m,54,HALİT GÖKÇE,2.08.18,61.7,1,10,29
2,7,3y,m,58,HÜSEYİN ŞİMŞEK,2.10.42,3.0,18,2,0
2,8,3y,f,56,BEKİR MERT MIRIK,2.12.13,28.65,3,8,31
2,9,3y,f,56,ALİCAN İNCİ,2.12.25,18.6,3,9,32
2,10,3y,m,58,ALİ YILDIZ,2.13.01,9.45,9,5,34
2,11,3y,m,58,ÖZCAN YILDIRIM,2.13.83,4.5,17,3,34
2,12,3y,f,56,MERTCAN AKIN,2.33.44,96.9,1,11,28
3,1,3y,f,56,ONUR YILDIZ,1.28.37,1.6,52,1,51
3,2,3y,f,58,NEVZAT AVCİ,1.29.03,3.5,19,2,50
3,3,3y,m,58,MUHAMMED MİR BİLGİN,1.29.22,13.5,7,4,44
3,4,3y,f,52,İBRAHİM SEFA SÖĞÜT,1.29.30,25.95,2,6,43
3,5,3y,m,58,MUSTAFA ÇİÇEK,1.30.25,5.05,13,3,41
3,6,3y,f,56,ALİ YILDIZ,1.31.18,8.25,7,5,49
3,7,3y,f,50,SİNAN AKŞIN,1.38.48,88.3,1,7,0
4,1,4y,m,58,NEVZAT AVCİ,1.22.56,3.3,22,2,59
4,2,4y,m,58,ALİCAN İNCİ,1.22.65,27.7,2,7,47
4,3,4y,m,60,ÖZCAN YILDIRIM,1.22.71,1.8,38,1,71
4,4,4y,m,58,ONUR YILDIZ,1.23.21,16.8,6,5,45
4,5,4y,m,55,MUSTAFA ÇİÇEK,1.23.51,4.5,15,3,42
4,6,4y,m,58,ALİ YILDIZ,1.24.14,19.4,6,6,49
4,7,4y,m,58,MUHAMMED MİR BİLGİN,1.26.07,8.15,12,4,48
5,1,5y,f,57,HALİT GÖKÇE,1.38.67,2.0,34,1,50
5,2,11y,f,50,YUNUS EMRE YÜKSEL,1.38.79,15.1,6,6,28
5,3,5y,f,59,BEKİR MERT MIRIK,1.39.27,4.4,20,2,48
5,4,5y,f,60,İBRAHİM SEFA SÖĞÜT,1.39.57,6.55,11,5,55
5,5,5y,f,58,ALİCAN İNCİ,1.39.84,5.4,14,3,46
5,6,4y,f,50,ÇAĞLAR TAŞCI,1.41.22,20.75,3,7,39
5,7,8y,f,51,ONUR YILDIZ,1.42.19,6.35,11,4,31
5,8,9y,f,50,EREN KADİRLER,1.47.12,15.1,1,6,28
6,1,6y,m,56,MUSTAFA ÇİÇEK,1.27.70,1.6,46,1,79
6,2,5y,m,56,İBRAHİM SEFA SÖĞÜT,1.28.12,9.45,10,4,68
6,3,9y,m,57,MUHAMMED MİR BİLGİN,1.28.49,5.3,16,2,87
6,4,4y,m,58,ALİ YILDIZ,1.28.97,10.75,7,5,65
6,5,8y,m,52,CEMAL PASO,1.29.85,6.6,11,3,75
6,6,4y,m,50,SİNAN AKŞIN,1.31.11,81.45,0,11,32
6,7,5y,m,58,NEVZAT AVCİ,1.31.18,16.75,4,6,74
6,8,8y,m,52,HALİT GÖKÇE,1.31.32,24.8,2,7,52
6,9,5y,f,56,HÜSEYİN ŞİMŞEK,1.33.25,87.5,1,10,30
6,10,4y,m,58,MERT UYAR,1.33.83,64.7,1,9,32
6,11,4y,m,58,MEHMET GÖNÜLTAŞ,1.34.29,38.0,1,8,37
6,12,4y,f,56,MERTCAN AKIN,1.34.33,106.8,0,12,13
1,1,4y,m,55,GÖKHAN YILDIZ,1.37.85,3.4,22,2,75
1,2,4y,m,55,UĞUR TEMUR,1.38.22,9.1,8,5,52
1,3,4y,m,55,VEDAT ABİŞ,1.38.50,4.15,19,3,58
1,4,4y,m,55,ERCAN ÇANKAYA,1.38.66,50.85,2,7,53
1,5,4y,m,58,MEHMET SALİH ÇELİK,1.40.00,2.55,29,1,72
1,6,4y,m,55,ERHAN AKTUĞ,1.40.23,4.3,16,4,71
1,7,4y,f,54,VELAT DEMİR,1.40.42,17.6,5,6,80
2,1,3y,m,58,MÜSLÜM ÇELİK,1.25.04,1.6,46,1,0
2,2,3y,f,56,VELAT DEMİR,1.26.05,8.6,9,4,33
2,3,3y,m,58,SİNAN ÖZEN,1.26.45,5.85,13,3,38
2,4,3y,m,58,MERTCAN ÇELİK,1.26.58,3.15,23,2,39
2,5,3y,f,56,MAHSUN DEMİRBAŞ,1.27.37,22.95,2,6,19
2,6,3y,m,58,ERCAN ÇANKAYA,1.27.49,17.35,4,5,31
2,7,3y,f,56,İSMAİL DİNAR,1.28.30,44.25,1,7,18
3,1,3y,m,54,MERTCAN ÇELİK,1.17.83,2.6,17,3,46
3,2,3y,m,54,MEHMET SALİH ÇELİK,1.17.84,1.7,48,1,78
3,3,3y,m,54,VEDAT ABİŞ,1.18.10,3.2,21,2,55
3,4,3y,m,54,ERHAN AKTUĞ,1.19.38,27.25,1,4,38
3,5,3y,f,52,GÖKHAN YILDIZ,1.20.67,29.95,0,5,37
4,1,3y,m,59,MERTCAN ÇELİK,1.12.55,3.25,21,2,43
4,2,3y,f,59,AKIN SÖZEN,1.12.76,6.0,15,3,42
4,3,3y,f,57,UĞUR TEMUR,1.13.31,17.65,3,8,38
4,4,3y,m,59,GÖRKEM ÖZÇELİK,1.13.45,2.65,25,1,42
4,5,3y,m,58,CANER TEPE,1.13.52,15.7,6,6,40
4,6,3y,f,60,İSMAİL DİNAR,1.13.77,5.1,13,4,44
4,7,3y,m,59,ERHAN AKTUĞ,1.14.25,27.35,5,7,43
4,8,3y,f,57,İSMAİL YILDIRIM,1.14.47,38.05,2,10,42
4,9,3y,f,60,NURETTİN ŞEN,1.16.25,28.4,3,9,44
4,10,3y,m,57,SERCAN TIRPAN,1.17.49,13.45,7,5,38
5,1,5y,m,56,VEDAT ABİŞ,1.40.80,4.45,17,2,52
5,2,5y,f,52,GÖKHAN YILDIZ,1.40.95,43.45,2,11,43
5,3,5y,m,50,SERCAN TIRPAN,1.41.00,16.4,2,12,40
5,4,5y,m,60,BERKANT GÖKÇE,1.41.01,3.1,18,1,65
5,5,6y,m,57,SADIK ALTAY,1.41.03,10.45,7,6,58
5,6,6y,m,55,SİNAN ÖZEN,1.41.59,11.2,9,4,50
5,7,4y,m,52,MÜSLÜM ÇELİK,1.41.62,5.05,17,3,48
5,8,6y,m,50,CANER TEPE,1.41.99,62.1,1,14,25
5,9,7y,m,51,SERKAN YILDIZ,1.42.21,18.2,6,7,41
5,10,7y,m,61,MAHSUN DEMİRBAŞ,1.42.31,13.2,5,8,62
5,11,5y,m,50,ERKAN TUNÇ,1.42.62,24.05,3,9,31
5,12,7y,m,51,İSMAİL DİNAR,1.43.09,11.15,7,5,41
5,13,10y,f,60,İSMAİL YILDIRIM,1.45.40,45.95,3,10,63
5,14,6y,m,50,ONUR ATMACA,1.47.05,37.45,1,13,31
