race_no,result,horse_age,horse_sex,jockey_weight,jockey_name,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,horse_rate
4,7,4y,f,50,HAKAN YILDIZ,2.14.27,5.5,12,4,42
4,8,5y,f,56,MERTCAN ÇELİK,2.14.81,13.5,7,6,52
4,9,4y,f,50,ALİ KAÇMAZ,2.14.92,39.95,2,11,32
4,10,5y,f,50,GÖKHAN BEKTAŞ,2.16.27,16.05,4,9,39
4,11,4y,f,55,NEVZAT AVCİ,2.18.69,19.15,5,8,54
5,1,3y,m,58,MEHMET KAYA,1.13.46,4.4,19,2,37
5,2,3y,m,58,ERHAN AKTUĞ,1.13.83,10.4,6,4,0
5,3,3y,f,56,DENİZ YILDIZ,1.13.86,15.2,3,5,28
5,4,3y,m,58,MERTCAN ÇELİK,1.13.94,6.6,10,3,0
5,5,3y,m,58,MUSTAFA ÇİÇEK,1.14.31,1.4,58,1,0
5,6,3y,f,54,BERKAN ÇIĞLA,1.14.35,55.55,1,8,30
5,7,3y,m,58,NEVZAT AVCİ,1.14.65,23.05,2,7,28
5,8,3y,m,58,ALİ YILDIZ,1.15.91,25.1,2,6,0
6,1,3y,f,54,NEVZAT AVCİ,1.24.47,1.65,39,1,73
6,2,3y,f,54,VEDAT ABİŞ,1.24.69,5.4,13,3,54
6,3,3y,f,54,ALİ KAÇMAZ,1.24.73,3.7,25,2,69
6,4,3y,f,54,MERTCAN ÇELİK,1.26.09,9.8,10,4,60
6,5,3y,f,54,MUSTAFA ÇİÇEK,1.26.16,11.0,6,5,61
6,6,3y,f,54,ERHAN AKTUĞ,1.26.21,21.5,3,7,59
6,7,3y,f,54,HIŞMAN ÇİZİK,1.27.55,18.4,4,6,48
7,1,6y,m,59,GÖRKEM ÖZÇELİK,1.27.47,7.8,10,4,92
7,2,8y,m,59,NEVZAT AVCİ,1.27.48,1.95,39,1,93
7,3,5y,m,61,VEDAT ABİŞ,1.27.69,4.1,23,2,77
7,4,5y,m,59,HALİL KAPLAN,1.27.70,4.1,12,3,56
7,5,5y,m,53,SEZER ÇELİK,1.27.81,70.85,1,8,33
7,6,6y,f,54,MERTCAN ÇELİK,1.27.97,9.4,9,5,79
7,7,7y,m,53,MUSTAFA MANAV,1.29.50,40.65,1,7,75
7,8,8y,f,60,MEHMET KAYA,1.30.21,13.65,6,6,69
8,1,6y,m,57,MEHMET KAYA,1.23.48,3.5,25,2,84
8,2,8y,m,56,HIŞMAN ÇİZİK,1.24.51,2.7,25,1,77
8,3,4y,f,54,VEDAT ABİŞ,1.24.54,5.2,14,3,78
8,4,5y,m,55,NEVZAT AVCİ,1.25.03,51.15,1,9,47
8,5,7y,m,56,OĞUZ EREN,1.25.17,38.7,2,8,84
8,6,6y,m,59,ALİ YILDIZ,1.25.70,14.25,5,6,60
8,7,5y,m,59,MUSTAFA ÇİÇEK,1.26.92,5.2,14,4,88
8,8,5y,m,55,MERTCAN ÇELİK,1.26.93,15.0,4,7,46
8,9,8y,m,59,GÖRKEM ÖZÇELİK,1.28.22,10.5,9,5,93
8,10,4y,m,54,HALİL KAPLAN,1.28.57,90.85,0,11,30
8,11,4y,m,56,ERHAN AKTUĞ,1.28.86,67.95,1,10,43
1,1,3y,m,58,MEHMET AKYAVUZ,2.06.12,2.8,0,0,51
1,2,3y,m,55,NİZAMETTİN DEMİR,2.06.73,36.55,0,0,0
1,3,3y,m,58,MEHMET SALİH ÇELİK,2.07.89,2.05,0,0,50
1,4,3y,m,58,ERCAN ÇANKAYA,2.09.57,2.85,0,0,52
1,5,3y,m,58,MEHMET KESKİN,2.10.44,12.25,0,0,40
1,6,3y,m,55,ERAY ÇİZİK,2.17.02,23.0,0,0,24
2,1,4y,m,58,SADETTİN BOYRAZ,2.18.14,9.75,0,0,68
2,2,4y,m,55,NİZAMETTİN DEMİR,2.19.13,8.35,0,0,64
2,3,5y,m,58,FATİH SULTAN MEHMET SANSAR,2.19.80,8.6,0,0,86
2,4,5y,m,58,MERT ALİ SOLMAZ,2.19.92,2.75,0,0,91
2,5,6y,m,60,MEHMET AKYAVUZ,2.19.94,1.75,0,0,94
2,6,4y,m,57,MURAT AKDAĞ,2.25.13,30.55,0,0,39
2,7,5y,f,58,YUNUS ÇELİKBAŞ,2.26.33,37.7,0,0,62
2,8,4y,m,55,ÖZGÜR ORDU,2.31.90,73.3,0,0,0
3,1,5y,m,59,HIŞMAN ÇİZİK,1.38.10,3.05,22,1,80
3,2,8y,m,56,VELAT DEMİR,1.38.15,53.55,1,10,68
3,3,7y,m,59,İSA AKYAVUZ,1.38.46,8.5,9,7,70
3,4,7y,m,55,FATİH SULTAN MEHMET SANSAR,1.38.51,7.4,10,4,78
3,5,5y,m,59,ERCAN ÇANKAYA,1.38.81,7.05,12,3,55
3,6,5y,m,59,FURKAN ÇETİN,1.38.85,4.05,19,2,75
3,7,7y,m,56,MEHMET KESKİN,1.40.43,30.55,2,9,45
3,8,5y,m,52,MEHMET KIYAK,1.40.74,40.8,1,11,31
3,9,9y,m,56,NİZAMETTİN DEMİR,1.42.31,21.3,4,8,65
3,10,5y,m,59,MEHMET SALİH ÇELİK,1.42.48,8.4,9,6,87
3,11,7y,m,56,SADETTİN BOYRAZ,1.47.23,9.5,10,5,57
3,12,5y,m,56,MUHAMMET ÖZDEMİR,1.49.77,46.75,1,12,46
4,1,4y,m,54,FATİH SULTAN MEHMET SANSAR,1.41.29,3.4,21,1,0
4,2,4y,m,58,VELAT DEMİR,1.41.91,34.65,3,8,25
4,3,4y,m,58,ERCAN ÇANKAYA,1.42.00,4.2,12,4,0
4,4,4y,m,58,MERT GÖKALP ARSLAN,1.43.37,5.1,19,2,29
4,5,4y,m,58,MEHMET AKYAVUZ,1.43.65,15.45,7,6,26
4,6,4y,m,54,MEHMET KIYAK,1.43.84,36.8,2,11,0
4,7,4y,m,60,YUNUS ÇELİKBAŞ,1.44.86,6.2,12,5,36
4,8,4y,f,56,MEHMET SALİH ÇELİK,2.01.98,5.45,14,3,29
4,9,4y,m,55,MUHAMMET ÖZDEMİR,Derecesiz,37.45,2,10,0
4,10,4y,m,54,MURAT AKDAĞ,Derecesiz,19.25,4,7,23
4,11,4y,m,58,İSA AKYAVUZ,Derecesiz,37.65,1,12,0
4,12,4y,m,58,BURHAN KILINÇ,Derecesiz,25.45,3,9,0
5,1,4y,m,53,ERCAN ÇANKAYA,2.22.39,6.1,12,4,84
5,2,8y,m,57,MEHMET AKYAVUZ,2.22.67,7.2,10,5,95
5,3,4y,m,53,ERAY ÇİZİK,2.23.02,2.5,35,1,89
5,4,6y,m,57,MERT GÖKALP ARSLAN,2.24.44,23.6,3,6,96
5,5,6y,m,57,NİZAMETTİN DEMİR,2.24.70,32.35,3,7,96
5,6,5y,m,57,MÜSLÜM ÇELİK,2.24.80,5.9,14,3,95
5,7,6y,m,59,HIŞMAN ÇİZİK,2.30.88,2.55,23,2,95
6,1,4y,m,60,MEHMET SALİH ÇELİK,1.28.89,1.7,41,1,49
6,2,4y,m,53,MERT GÖKALP ARSLAN,1.29.25,7.65,11,3,36
6,3,4y,m,54,MÜSLÜM ÇELİK,1.29.84,9.85,7,5,37
6,4,4y,m,60,MURAT AKDAĞ,1.29.94,8.7,10,4,55
6,5,4y,m,54,HIŞMAN ÇİZİK,1.30.46,3.3,24,2,38
6,6,4y,m,56,ERCAN ÇANKAYA,1.30.50,32.7,3,6,41
6,7,6y,m,51,MEHMET KESKİN,1.30.61,34.2,2,7,29
6,8,4y,m,52,NİZAMETTİN DEMİR,1.32.18,34.85,1,8,33
6,9,4y,f,50,MERT ALİ SOLMAZ,1.35.73,65.0,1,9,30
6,10,5y,m,53,ERAY ÇİZİK,Derecesiz,3.3,1,2,34
7,1,4y,m,58,İSA AKYAVUZ,1.41.47,2.7,44,1,37
7,2,4y,m,58,NİZAMETTİN DEMİR,1.41.61,2.1,33,2,0
7,3,4y,m,55,MUHAMMET ÖZDEMİR,1.42.27,88.55,0,6,0
7,4,4y,m,55,FURKAN ÇETİN,1.42.36,3.95,1,4,29
7,5,4y,m,58,MEHMET SALİH ÇELİK,1.42.56,3.95,6,4,23
7,6,4y,m,58,MÜSLÜM ÇELİK,1.44.68,7.35,11,3,0
7,7,4y,f,56,MERT GÖKALP ARSLAN,1.46.43,94.15,0,9,11
7,8,4y,f,52,FATİH SULTAN MEHMET SANSAR,1.47.22,25.15,2,5,25
7,9,4y,m,54,MEHMET KIYAK,1.54.64,83.8,0,10,0
7,10,4y,m,58,MUSTAFA KEMAL KUMBASAR,1.56.70,41.9,0,8,16
7,11,4y,m,58,MERT ALİ SOLMAZ,Derecesiz,59.75,0,7,0
8,1,6y,m,55,MÜSLÜM ÇELİK,2.31.25,3.0,27,1,57
8,2,5y,m,52,ERAY ÇİZİK,2.32.27,4.75,8,5,51
8,3,6y,m,60,HIŞMAN ÇİZİK,2.32.47,8.75,11,2,68
8,4,5y,m,55,MUSTAFA KEMAL KUMBASAR,2.32.48,10.65,5,9,57
8,5,8y,m,55,MEHMET AKYAVUZ,2.32.53,10.75,11,3,57
8,6,5y,m,57,FATİH SULTAN MEHMET SANSAR,2.33.07,25.6,2,13,67
8,7,5y,m,61,İSA AKYAVUZ,2.33.22,20.5,5,8,70
8,8,5y,m,55,MERT ALİ SOLMAZ,2.34.96,14.9,6,6,58
8,9,6y,m,59,YUNUS ÇELİKBAŞ,2.35.10,15.0,5,7,69
8,10,5y,m,52,NİZAMETTİN DEMİR,2.37.93,23.55,3,10,51
8,11,5y,m,52,MEHMET KIYAK,2.38.01,30.35,1,14,54
8,12,9y,m,61,FURKAN ÇETİN,2.38.52,45.2,1,15,73
8,13,5y,m,50,MEHMET KESKİN,2.39.99,8.7,9,4,45
8,14,5y,m,57,MURAT AKDAĞ,2.41.10,38.7,2,12,67
8,15,5y,m,60,MEHMET NURİ SUNKAR,2.41.74,31.95,2,11,70
1,1,3y,m,59,NEVZAT AVCİ,1.46.39,1.9,47,1,38
1,2,3y,m,60,MUSTAFA ÇİÇEK,1.47.22,3.7,21,2,40
1,3,3y,f,57,OĞUZ EREN,1.48.90,3.95,13,4,34
1,4,3y,m,50,METE GÖL,1.49.60,22.0,3,5,14
1,5,3y,m,59,ERHAN AKTUĞ,1.50.51,4.8,14,3,38
1,6,3y,f,50,İBRAHİM SEFA SÖĞÜT,1.51.64,4.8,1,3,13
1,7,3y,f,50,SİNAN AKŞIN,1.54.99,29.95,2,6,15
2,1,3y,m,54,ALİ YILDIZ,2.06.40,2.3,29,2,69
2,2,3y,f,51,İBRAHİM SEFA SÖĞÜT,2.06.62,8.85,10,3,53
2,3,3y,m,52,SİNAN AKŞIN,2.07.69,10.4,8,5,46
2,4,3y,m,55,BEKİR MERT MIRIK,2.07.83,2.05,44,1,54
2,5,3y,m,54,MUSTAFA ÇİÇEK,2.14.48,4.8,10,4,43
3,1,4y,f,60,FEYZULLAH AVCI,1.38.32,1.75,55,1,73
3,2,4y,f,58,ONUR YILDIZ,1.39.17,2.55,23,2,58
3,3,4y,f,56,MUHAMMED MİR BİLGİN,1.40.91,9.75,6,4,42
3,4,4y,f,54,MERT UYAR,1.42.39,5.95,11,3,52
3,5,4y,f,58,MEHMET KAYA,1.43.81,11.5,4,5,38
3,6,4y,f,54,ALİCAN İNCİ,1.47.87,51.45,1,6,38
4,1,4y,m,56,ERHAN AKTUĞ,2.13.27,4.45,14,3,42
4,2,4y,m,56,NEVZAT AVCİ,2.13.72,2.6,24,1,42
4,3,4y,m,56,ONUR YILDIZ,2.14.90,14.05,6,8,41
4,4,4y,m,59,SİNAN AKŞIN,2.14.95,19.3,5,9,54
4,5,4y,m,60,İBRAHİM SEFA SÖĞÜT,2.15.01,7.45,12,4,55
4,6,4y,m,55,HALİT GÖKÇE,2.15.29,4.3,19,2,46
4,7,4y,f,58,ALİ YILDIZ,2.16.07,16.05,7,6,45
4,8,4y,f,50,MERT UYAR,2.22.98,55.55,1,10,28
4,9,4y,m,61,KAANCAN GÖKÇE,2.23.47,14.7,8,5,55
4,10,4y,f,55,MERTCAN ÇELİK,Derecesiz,10.6,6,7,40
5,1,3y,f,58,MUSTAFA ÇİÇEK,1.16.60,4.8,15,2,36
5,2,3y,f,58,MERTCAN ÇELİK,1.16.79,4.2,12,4,0
5,3,3y,f,58,ALİ YILDIZ,1.16.84,16.85,7,7,30
5,4,3y,f,58,ALİCAN İNCİ,1.17.16,20.75,4,9,29
5,5,3y,f,58,MUHAMMED MİR BİLGİN,1.17.47,6.1,10,5,27
5,6,3y,f,55,MERTCAN AKIN,1.17.75,54.05,1,11,0
5,7,3y,f,58,VEDAT ABİŞ,1.18.40,3.95,19,1,32
5,8,3y,f,57,İBRAHİM SEFA SÖĞÜT,1.20.21,5.95,15,3,35
5,9,3y,f,58,NEVZAT AVCİ,1.21.07,10.95,7,8,0
5,10,3y,f,58,ERHAN AKTUĞ,1.21.25,14.4,7,6,28
5,11,3y,f,58,BEKİR MERT MIRIK,1.22.31,49.5,1,10,0
6,1,5y,m,59,VEDAT ABİŞ,1.52.73,1.1,68,1,99
6,2,6y,m,59,MEHMET KAYA,1.53.32,18.2,2,5,71
6,3,5y,m,59,MUSTAFA ÇİÇEK,1.54.38,15.3,5,4,90
6,4,5y,m,59,AHMET ÇELİK,1.54.43,6.0,14,2,96
6,5,6y,m,59,ALİCAN İNCİ,1.55.31,39.75,2,6,88
6,6,8y,m,59,AYHAN KURŞUN,1.56.50,8.45,10,3,106
7,1,5y,m,60,MEHMET KAYA,1.26.15,1.45,60,1,105
7,2,5y,m,59,NEVZAT AVCİ,1.26.98,2.9,27,2,99
7,3,4y,m,58,İBRAHİM SEFA SÖĞÜT,1.30.53,36.55,1,5,59
7,4,5y,m,59,AHMET ÇELİK,1.30.88,4.65,10,3,89
7,5,6y,m,59,MEHMET GÖNÜLTAŞ,1.31.29,14.0,1,4,76
8,1,4y,m,57,AHMET ÇELİK,2.25.63,2.15,31,1,70
8,2,4y,m,55,VEDAT ABİŞ,2.26.29,2.35,29,2,67
8,3,5y,m,57,HALİT GÖKÇE,2.26.39,13.5,6,6,70
8,4,5y,m,60,MERT UYAR,2.26.85,8.05,9,3,75
8,5,9y,m,59,MUSTAFA ÇİÇEK,2.27.94,16.5,7,4,68
8,6,6y,m,53,BEKİR MERT MIRIK,2.28.29,14.95,5,7,56
8,7,5y,m,54,ALİCAN İNCİ,2.30.51,14.7,6,5,57
8,8,5y,m,51,ALİ YILDIZ,2.32.01,16.0,3,8,52
8,9,5y,m,60,ONUR YILDIZ,2.33.95,2.15,3,1,70
9,1,3y,f,58,ONUR YILDIZ,1.17.30,2.3,38,1,36
9,2,3y,f,58,MUHAMMED MİR BİLGİN,1.17.42,7.75,7,4,0
9,3,3y,f,58,NEVZAT AVCİ,1.17.46,3.3,23,2,31
9,4,3y,f,58,ERHAN AKTUĞ,1.17.74,5.7,14,3,0
9,5,3y,f,54,SİNAN AKŞIN,1.18.25,57.7,1,10,0
9,6,3y,f,58,MEHMET GÖNÜLTAŞ,1.18.51,13.35,5,6,0
9,7,3y,f,55,MERTCAN AKIN,1.20.16,14.55,3,7,24
9,8,3y,f,55,HALİL YOLAÇICI,1.20.22,38.6,1,8,17
9,9,3y,f,54,İBRAHİM SEFA SÖĞÜT,1.20.37,11.3,5,5,20
9,10,3y,f,54,MERT UYAR,1.22.51,44.7,1,9,0
1,1,5y,m,52,ALİ MEHDİ ALTIN,1.36.75,6.85,12,4,34
1,2,5y,m,55,FURKAN HİM,1.36.98,10.3,9,5,35
1,3,5y,f,58,MAHMUT BAĞ,1.37.03,5.1,14,2,43
1,4,4y,f,53,İSMAİL GÜN,1.37.34,56.35,1,11,38
1,5,7y,m,58,ÇAĞLAR TAŞCI,1.38.02,15.05,8,6,42
1,6,8y,m,57,RECEP KETME,1.38.06,24.5,4,9,45
1,7,6y,m,63,EREN KADİRLER,1.38.07,10.2,6,7,50
1,8,5y,f,61,HÜSEYİN TURAN,1.38.39,2.15,27,1,49
1,9,8y,f,60,KÜRŞAT YILMAZ,1.38.42,9.1,12,3,46
1,10,8y,f,59,ERHAN AKKAYA,1.39.80,14.0,5,8,45
1,11,5y,f,57,ÇETİN CANPOLAT,1.41.32,27.3,2,10,39
2,1,3y,m,58,SELİM İPEK,1.21.62,2.95,17,3,31
2,2,3y,m,58,TOLGA YILDIZ,1.22.37,12.9,7,5,33
2,3,3y,f,59,ALİ YILDIZ,1.22.46,3.45,16,1,38
2,4,3y,m,58,ÇETİN OK,1.22.65,52.7,1,10,23
2,5,3y,m,58,AHMET ÇELİK,1.22.79,6.7,14,4,0
2,6,3y,f,56,HALİL ALTIN,1.22.86,20.2,3,8,0
2,7,3y,m,55,EREN KADİRLER,1.22.91,21.45,3,7,31
2,8,3y,m,56,ZÜLFÜKAR KARABULUT,1.24.25,3.45,5,1,27
2,9,3y,m,58,SERCAN TIRPAN,1.24.39,4.0,19,2,38
2,10,3y,m,54,ERTUĞRUL CANKILIÇ,1.24.58,9.6,6,6,0
2,11,3y,m,58,MAHMUT TURAN,1.29.14,63.1,1,9,0
3,1,5y,f,62,ONUR YILDIZ,1.56.81,6.9,13,4,46
3,2,4y,f,55,ZÜLFÜKAR KARABULUT,1.57.12,28.7,3,7,39
3,3,7y,f,58,HALİT GÖKÇE,1.57.19,9.6,9,5,45
3,4,5y,f,63,İLKER SOYAD,1.57.35,25.35,2,8,48
3,5,4y,f,60,NEVZAT AVCİ,1.57.93,3.15,26,2,47
3,6,4y,f,55,ERHAN AKKAYA,1.57.99,20.85,3,6,42
3,7,7y,f,55,ALİ YILDIZ,1.58.02,3.55,26,1,33
3,8,4y,f,56,BERKAN ÇIĞLA,1.58.76,2.9,17,3,40
3,9,4y,f,50,İSMAİL GÜN,1.58.96,63.05,1,9,23
3,10,4y,f,50,EREN KADİRLER,2.05.83,73.2,0,10,11
4,1,3y,m,54,ERHAN AKKAYA,1.21.73,6.4,7,5,39
4,2,3y,m,58,TOLGA YILDIZ,1.22.16,28.75,1,10,16
4,3,3y,m,58,ÖZCAN YILDIRIM,1.22.30,1.9,39,1,36
4,4,3y,m,58,MAHMUT TURAN,1.22.42,4.9,20,2,0
4,5,3y,m,58,MUSTAFA ÇİÇEK,1.22.45,5.65,9,4,30
4,6,3y,m,56,ZÜLFÜKAR KARABULUT,1.22.54,97.15,1,12,15
4,7,3y,m,58,FIRAT ARSLAN,1.22.65,23.1,2,8,29
4,8,3y,m,58,İLKER SOYAD,1.23.43,53.65,3,7,0
4,9,3y,m,58,ALİ YILDIZ,1.23.50,38.3,2,9,24
4,10,3y,f,56,ONUR YILDIZ,1.23.70,23.35,5,6,30
4,11,3y,f,56,HALİL KAPLAN,1.23.97,14.75,9,3,35
4,12,3y,m,56,YUNUS EMRE YÜKSEL,1.24.02,44.05,1,11,28
4,13,3y,f,56,SELİM İPEK,1.27.75,98.5,1,13,22
5,1,3y,f,56,MAHMUT TURAN,1.27.78,5.15,15,4,40
5,2,3y,f,56,NEVZAT AVCİ,1.28.29,2.8,17,3,40
5,3,3y,f,58,TUGAY ALICI,1.28.34,4.5,20,2,43
5,4,3y,f,60,MUSTAFA ÇİÇEK,1.28.43,2.9,25,1,47
5,5,3y,f,58,HALİL KAPLAN,1.29.06,8.9,12,5,43
5,6,3y,f,56,OĞUZ EREN,1.29.40,68.25,1,8,39
5,7,3y,f,56,TOLGA YILDIZ,1.30.34,28.1,3,7,40
5,8,3y,f,57,ONUR YILDIZ,1.31.12,15.95,7,6,41
6,1,4y,m,55,ÖZCAN YILDIRIM,2.07.38,1.7,58,1,90
6,2,7y,m,56,MUSTAFA ÇİÇEK,2.08.12,2.45,25,2,95
6,3,7y,m,56,NEVZAT AVCİ,2.08.46,9.25,7,3,89
6,4,6y,m,56,ALİ YILDIZ,2.09.00,14.15,4,4,77
6,5,6y,m,56,ONUR ÖZTÜRK,2.09.12,24.55,2,6,81
6,6,5y,m,57,ONUR YILDIZ,2.09.55,11.4,3,5,76
6,7,4y,m,54,GÖKHAN GÖKÇE,2.10.84,44.3,1,7,73
6,8,4y,m,57,TOLGA YILDIZ,2.14.70,46.3,1,8,51
7,1,3y,m,55,AHMET ÇELİK,1.26.34,1.2,72,1,66
7,2,3y,m,54,OĞUZ EREN,1.26.35,24.0,3,5,48
7,3,3y,m,55,TOLGA YILDIZ,1.27.82,9.75,7,3,60
7,4,3y,m,54,NEVZAT AVCİ,1.27.88,4.3,12,2,53
7,5,3y,f,54,MUSTAFA ÇİÇEK,1.28.79,13.7,4,4,60
7,6,3y,m,54,TUGAY ALICI,1.28.91,22.7,2,6,49
7,7,3y,f,52,ÇAĞLAR TAŞCI,1.29.45,44.15,1,7,51
8,1,5y,m,56,NEVZAT AVCİ,1.27.09,4.15,22,2,90
8,2,8y,m,56,ONUR YILDIZ,1.27.11,4.55,19,3,90
8,3,4y,m,55,ÖZCAN YILDIRIM,1.27.15,2.85,24,1,85
8,4,6y,m,56,GÖKHAN GÖKÇE,1.28.54,5.05,12,5,83
8,5,5y,m,56,ALİ YILDIZ,1.28.70,28.25,2,8,66
8,6,6y,m,54,YUNUS EMRE YÜKSEL,1.28.86,22.55,2,7,69
8,7,6y,m,56,ONUR ÖZTÜRK,1.28.87,27.25,2,6,68
8,8,7y,m,53,EREN KADİRLER,1.28.96,32.95,2,9,86
8,9,7y,m,56,MUSTAFA ÇİÇEK,1.29.27,6.0,13,4,84
8,10,5y,m,54,ZÜLFÜKAR KARABULUT,1.34.62,53.95,1,10,58
9,1,4y,m,57,ONUR YILDIZ,2.07.23,6.6,15,2,47
9,2,4y,m,52,ZÜLFÜKAR KARABULUT,2.07.24,19.3,4,9,39
9,3,4y,m,58,HALİL KAPLAN,2.07.43,2.95,22,1,49
9,4,4y,m,60,MUSTAFA ÇİÇEK,2.08.45,6.9,9,4,52
9,5,4y,m,60,NEVZAT AVCİ,2.08.48,12.85,8,5,52
9,6,4y,m,50,ALİ MEHDİ ALTIN,2.08.52,57.1,1,13,31
9,7,4y,m,57,ALİ YILDIZ,2.08.60,6.85,14,3,46
9,8,4y,f,53,HALİT GÖKÇE,2.08.62,10.4,5,8,44
9,9,4y,m,52,SELİM İPEK,2.09.13,26.4,2,11,36
9,10,4y,m,51,ERHAN AKKAYA,2.10.04,14.55,6,6,35
9,11,4y,f,53,ÇETİN OK,2.10.73,60.9,1,14,38
9,12,4y,f,52,FURKAN HİM,2.14.56,37.8,2,12,36
9,13,4y,m,59,TOLGA YILDIZ,2.15.89,14.15,5,7,51
9,14,4y,m,54,MAHMUT TURAN,2.16.20,15.05,3,10,40
9,15,4y,m,50,DENİZ BUDAK,2.16.24,168.3,0,17,12
9,16,4y,m,48,İSMAİL GÜN,2.16.54,133.65,0,16,11
9,17,4y,m,53,MAHMUT BAĞ,2.18.10,19.3,0,9,38
9,18,4y,m,52,SERCAN TIRPAN,2.29.14,79.15,0,15,37
1,1,8y,f,57,SAMİ KAPLAN,2.13.96,2.9,24,1,76
1,2,6y,f,57,HASAN ALTUNDAĞ,2.14.47,6.0,10,4,66
1,3,7y,f,57,FERİT YARDIMCI,2.14.49,6.4,11,3,47
1,4,5y,f,57,İSA AKYAVUZ,2.15.13,3.5,22,2,62
1,5,4y,f,52,MEHMET ŞAKİR,2.15.27,23.15,4,8,58
1,6,4y,f,55,BURAK BEKTAŞ,2.16.52,18.0,5,7,57
1,7,5y,f,57,MEHMET DOĞAN,2.18.80,12.75,7,5,71
1,8,6y,f,57,YUSUF CENGİZ,2.18.86,19.1,4,10,52
1,9,10y,f,54,AHMET HASAN BAYAR,2.19.22,13.4,6,6,51
1,10,5y,f,54,BURHAN SARIDAL,2.19.83,14.8,4,9,40
1,11,5y,f,55,AZİZ AKDEMİR,2.20.14,55.0,2,11,54
2,1,5y,m,53,İSA AKYAVUZ,1.22.59,5.1,11,4,43
2,2,5y,m,62,MAHMUT ÜNLÜ,1.23.30,4.55,14,3,61
2,3,4y,m,60,HASAN ALTUNDAĞ,1.23.31,18.4,7,7,59
2,4,6y,m,58,AZİZ AKDEMİR,1.23.61,20.3,4,10,55
2,5,4y,m,63,FERİT YARDIMCI,1.23.67,3.5,17,1,65
2,6,6y,m,57,SAMİ KAPLAN,1.23.84,6.15,6,2,52
2,7,4y,f,61,NECMİ ALTIN,1.24.14,8.2,8,6,61
2,8,6y,m,59,AHMET HASAN BAYAR,1.24.23,10.95,8,5,60
2,9,5y,m,50,BURHAN SARIDAL,1.24.93,75.7,1,12,30
2,10,5y,m,54,ALİ ŞENBAHAR,1.25.19,6.15,9,2,46
2,11,5y,m,53,MEHMET ŞAKİR,1.26.45,23.25,5,9,46
2,12,4y,m,54,EMRE AKKILIÇ,1.26.57,19.85,5,8,47
2,13,8y,m,56,MEHMET DOĞAN,1.27.53,18.35,4,11,50
3,1,3y,f,58,İSA KATAR,1.53.22,11.7,3,5,16
3,2,3y,f,58,HASAN ALTUNDAĞ,1.54.99,3.05,26,2,28
3,3,3y,f,58,NECMİ ALTIN,1.56.12,22.7,3,8,0
3,4,3y,f,58,FERİT YARDIMCI,1.56.47,2.45,30,1,23
3,5,3y,f,55,YUNUS ÇELİKBAŞ,1.56.73,24.2,3,7,18
3,6,3y,f,54,TOLGA YILMAZ,1.56.98,30.25,2,10,22
3,7,3y,f,56,ABDULLAH ÇANKAYA,1.58.19,11.7,2,5,0
3,8,3y,f,58,MEHMET ŞAKİR,2.03.00,15.45,4,6,24
3,9,3y,f,58,MAHMUT ÜNLÜ,2.03.41,35.4,3,9,22
3,10,3y,f,59,AZİZ AKDEMİR,2.05.10,5.6,12,4,27
3,11,3y,f,58,İSA AKYAVUZ,2.05.27,7.9,12,3,23
4,1,5y,m,59,SAMİ KAPLAN,2.02.80,5.05,11,4,70
4,2,5y,m,56,NECMİ ALTIN,2.05.03,16.25,8,6,59
4,3,8y,m,59,FERİT YARDIMCI,2.05.30,3.1,24,1,78
4,4,9y,m,59,MEHMET DOĞAN,2.05.83,8.15,12,3,73
4,5,10y,m,57,ABDULLAH ÇANKAYA,2.06.42,44.35,2,12,58
4,6,10y,m,61,İSA AKYAVUZ,2.08.37,28.35,3,11,57
4,7,7y,m,61,YUSUF CENGİZ,2.10.76,13.3,5,7,46
4,8,6y,m,57,AZİZ AKDEMİR,2.11.21,12.2,8,5,67
4,9,6y,m,53,MEHMET ŞAKİR,2.11.64,9.4,5,9,70
4,10,9y,m,62,İSA KATAR,2.12.85,18.6,5,8,75
4,11,9y,m,57,ALİ ŞENBAHAR,2.15.04,24.45,4,10,59
4,12,6y,m,59,MEHMET EMİN DOĞAN,2.16.06,6.05,13,2,60
4,13,5y,m,60,EMRE AKKILIÇ,2.39.54,18.25,2,13,70
5,1,3y,f,58,NECMİ ALTIN,1.57.03,1.7,53,1,22
5,2,3y,f,58,MEHMET EMİN DOĞAN,1.57.44,7.9,5,6,19
5,3,3y,f,56,ALİ ŞENBAHAR,1.57.63,15.35,6,5,18
5,4,3y,f,59,AZİZ AKDEMİR,1.58.63,12.15,6,4,30
5,5,3y,f,58,MEHMET DOĞAN,1.59.14,12.1,3,8,22
5,6,3y,f,54,İZETTİN GÜREKE,2.00.56,47.95,1,10,18
5,7,3y,f,58,BURAK BEKTAŞ,2.01.64,5.7,13,2,24
5,8,3y,f,58,SAMİ KAPLAN,2.06.83,63.4,1,9,0
5,9,3y,f,55,MEHMET ŞAKİR,2.09.13,11.35,9,3,17
5,10,3y,f,58,YUSUF CENGİZ,2.09.75,49.1,1,11,9
5,11,3y,f,58,HASAN ALTUNDAĞ,Derecesiz,14.1,4,7,0
6,1,7y,m,59,AZİZ AKDEMİR,1.37.67,5.15,15,3,93
6,2,7y,m,59,İSA AKYAVUZ,1.38.41,11.35,4,6,77
6,3,7y,m,59,FERİT YARDIMCI,1.38.45,2.6,30,1,93
